"","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380"
"ENSMUSG00000085311",20,20.25,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000026424",39.9375,20,20,20,20,20,20,20,20,20,20,20,20,33.875,20,20
"ENSMUSG00000079139",591.78125,620.46875,576.03125,642.5625,803.125,865.625,848.96875,869.125,962.90625,857.75,1472.375,1337.53125,1430.6875,1173.8125,1024.1875,1002.875
"ENSMUSG00000097680",33.9375,55.625,22.5625,43.125,37.625,41.8125,20,38.875,20,23.8125,20,34.09375,31.5,24.6875,76.3125,46.8125
"ENSMUSG00000003051",11626.9375,9521.3125,6085.1875,5159.375,2506.4375,2474.4375,1677.1875,1797.59375,1251.65625,1549.6875,671,733.28125,661.8125,1002.25,598.5,565.6875
"ENSMUSG00000041926",2340.5625,2211.1875,2653.6875,2468.875,2071,1638.78125,1657.96875,1657.75,1227.21875,1478.3125,742.25,729.125,2001.03125,1914,2965.34375,3062.4375
"ENSMUSG00000062580",5597.4375,5801.8125,7973.3125,8314.375,7574.09375,8191.5625,7825.5625,7718.59375,9078.5625,6851.125,9276.9375,8693.3125,9355.125,7426.6875,6321.78125,6583.875
"ENSMUSG00000048096",48.5625,26.28125,20,34.9375,27.375,24.75,56.875,49.1875,68.90625,97.125,36.4375,34.09375,91.8125,76.125,181.9375,165.21875
"ENSMUSG00000041889",99.625,76.125,67.0625,73.9375,129.8125,192.875,128.5625,118.84375,153.0625,122.5625,127.75,70.75,366.46875,311.25,559.0625,374.0625
"ENSMUSG00000041879",13638.625,14512.84375,12180.1875,12377.875,12421.125,12136.0625,14820,15159.75,11765.8125,14939.0625,12998.1875,12967.4375,13264.125,16384.3125,14993.3125,15767.0625
"ENSMUSG00000009418",5624.3125,5367.59375,3239.25,2743.375,3115.3125,2963.625,4484,4185.84375,2969.25,4046.125,2993.875,4470.8125,3205.625,3305.875,5106.90625,5012.125
"ENSMUSG00000102474",20,20,20,20,20,22.9375,20,20,20,20,20,29.4375,20,20,26.8125,23.3125
"ENSMUSG00000104524",38.875,33.1875,20,20,20.4375,20,20,27.1875,20,20,20,29.4375,20,20,20,20
"ENSMUSG00000054412",46.0625,52.875,20,20,20,20,20,20,20,37.1875,20,20,20,20,20,20
"ENSMUSG00000026421",6858,6157.0625,8944.875,8559.8125,7940.625,9626.625,5068.875,4873.6875,3292.1875,3171.5,2683.3125,2625.25,3266,2792.125,12393.71875,8936.4375
"ENSMUSG00000041801",4888.5625,3432.5625,6010.375,4984.53125,3875.4375,3213.96875,4374.34375,3124.6875,3835.90625,2067.75,3476.625,2510.0625,5601.6875,3443.75,4539.875,4019.6875
"ENSMUSG00000026418",737.21875,403.9375,948.3125,827.5625,245.65625,185.5,75.84375,30.4375,73.0625,21.125,53.9375,52.53125,81.90625,57.875,20,20
"ENSMUSG00000041782",699.40625,574,902.25,385.5,508.625,604.625,65.8125,48.125,340.78125,108.375,1352.6875,1219.625,2405,1143.78125,1984.0625,1306.65625
"ENSMUSG00000026414",41.875,84.0625,87.875,90.125,115.8125,97.8125,62.75,25.0625,73.0625,33.8125,47.53125,33,41.125,38.125,20,41
"ENSMUSG00000026411",2124.125,1476.78125,1838.0625,1734.125,1606.34375,1586.125,1436.6875,1406.1875,1239.34375,1126.90625,1168.375,1134.6875,2321.125,2489.1875,2748.1875,2983.9375
"ENSMUSG00000026407",139.8125,445.5,681.75,394,807.3125,329.625,838.21875,248.125,292.1875,67.75,110.375,43.03125,55.8125,59,89.0625,52.40625
"ENSMUSG00000102717",20,20,24.5625,21.5,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000086264",20,20,20,20,20,20,20,20,20,20,20,20,20,41.625,58.875,100.3125
"ENSMUSG00000041642",749.96875,655,587.875,368.96875,286.09375,153.6875,285.0625,279.4375,308.125,483.9375,593.1875,712.28125,2099.5,2941.5625,4131.21875,3265.59375
"ENSMUSG00000041605",735,345.3125,246.5625,165.4375,592.375,641.75,726.625,594.125,611.4375,376.875,647.8125,588.65625,1068.0625,796.625,1341.3125,1008.6875
"ENSMUSG00000041570",3738.4375,4664.25,4618.09375,4673.0625,5340.0625,5117.6875,3911.90625,4625.9375,3515.875,4378.5625,4575,4769.5625,4563.90625,5098.875,6328.125,6622.3125
"ENSMUSG00000097403",46.78125,36.125,20,28.9375,21.28125,43.5625,64.9375,60.9375,65.625,33.8125,92.25,39.53125,64.125,84.25,136.3125,106.8125
"ENSMUSG00000026404",1600.5,1522.625,1615.5625,1650.1875,1416.8125,1388.78125,1720.4375,1505.4375,1958.78125,1394.15625,1448.5,1253.0625,1383.53125,1358.875,1557.25,1587.375
"ENSMUSG00000041498",4386,6010.375,4470.25,4128.75,4857.6875,5028.25,4898.875,4861.09375,3734.5,5470.9375,4040.125,4670.8125,3393.5625,4548.9375,4183.4375,4246.1875
"ENSMUSG00000104509",34.96875,62.625,120.9375,66.75,154.3125,133.65625,178.875,109.25,57.75,150.8125,172,212.90625,35.25,56.6875,20,20
"ENSMUSG00000104366",23.3125,33.1875,47.125,47.4375,76,79.1875,53.5,55.6875,60.5,84.25,68.625,124.5625,20,27.5625,20,20
"ENSMUSG00000097229",160.1875,305.25,310.5625,329.125,496.78125,624.0625,627.3125,649.71875,403.9375,489.3125,436.375,486.9375,75.59375,336.125,51.9375,44.28125
"ENSMUSG00000041483",6918.0625,7770.125,10820.6875,10370.25,14351.25,14307.0625,14287.5,13715.75,11679.28125,12356.625,13909.03125,13216,9302.75,11815.1875,9898.4375,9187.75
"ENSMUSG00000097113",128.5625,298.4375,161,274.25,405.375,701.4375,1192.625,1200.9375,2199.125,1744.3125,1993.5625,1909.375,312.78125,347.8125,149.25,149.5625
"ENSMUSG00000097448",52.875,62.625,83.40625,88.375,190.25,274.75,420.5,506.59375,477.9375,521.6875,497.375,529.1875,433.78125,775.5625,1480.875,1766.25
"ENSMUSG00000103953",113.25,51.1875,71.6875,78.40625,58.375,64.25,86.8125,60.0625,75.6875,73.71875,58.0625,44.1875,76.4375,51.125,90.84375,92.375
"ENSMUSG00000026398",11040.875,11112.375,12075.96875,9526.5625,11050.4375,11776.1875,9006.6875,8475.5625,2437.25,3216.5625,414.71875,386.9375,72.8125,106.90625,20,62.5
"ENSMUSG00000098243",20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.375,26.75
"ENSMUSG00000104118",20,20,20,20,20,20,20,20,20,20,20,20,25.0625,20,42.75,42.125
"ENSMUSG00000102277",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.5625,20
"ENSMUSG00000102142",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31.4375
"ENSMUSG00000104145",20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,23.3125
"ENSMUSG00000103427",20,20,20,20,20,20,20,20,20,20,20,20,20,20,43.375,59.25
"ENSMUSG00000026395",20,20,20,20,30.125,74.0625,20,20,20,22.9375,20,20,20,20,20,20
"ENSMUSG00000026393",2544.0625,2001.5625,2284.4375,2587.8125,2887.03125,3286.25,2541.3125,2955.8125,2842.6875,3235,2574.375,2674.9375,2921.90625,3178,4982,4696.4375
"ENSMUSG00000102448",23.3125,36.125,20,22.5625,20,32.5625,20,20,20,28.4375,20,43.03125,20,40.4375,80.0625,45.5
"ENSMUSG00000019230",20,20,28.4375,20,22.9375,55.75,20,20,20,20,25.0625,20,20,20,20,20
"ENSMUSG00000079283",269.15625,204.0625,264.8125,233.5,217.3125,178.4375,187.875,212.4375,202.4375,169.6875,155.59375,120.78125,200.65625,155.59375,155.8125,175.3125
"ENSMUSG00000056268",4870.75,6080.75,6364.5625,5093.1875,6709.03125,7060.375,5747.125,6123.5,4686,6222.8125,4134.96875,4580.8125,3650.1875,5960.3125,6094.9375,7058.25
"ENSMUSG00000104436",33.9375,90.6875,102.4375,87.5,103.03125,75.125,111.0625,88.9375,55.75,59.4375,33,90.125,35.25,51.125,104,100.3125
"ENSMUSG00000104900",20,20.25,21.5,20,29.3125,20,27.25,20,20,20,31.8125,20,20,20,25.90625,20
"ENSMUSG00000102626",20,23.5,22.5625,23.5,20.125,20,24.4375,20,20,20,20,25.8125,20,20,21.5,20
"ENSMUSG00000085361",20,21.0625,20,20,20,20,20,20,20,20,20,23.5,20,20,23.3125,20
"ENSMUSG00000102157",20,91.71875,81,92.125,80.3125,83.3125,49.46875,69.375,22.5625,77.3125,29.5625,62.3125,20,44.1875,56.5625,65.375
"ENSMUSG00000105936",27.25,91.71875,45.1875,63.5,73.5,81.65625,73.03125,66.375,20,45.9375,20,50.3125,20,71.75,58.875,53.5625
"ENSMUSG00000102451",82.28125,159.65625,144.25,153.9375,203.0625,173.6875,119.15625,150.6875,64.4375,141,74.0625,128.8125,33.875,87.8125,136.3125,194.625
"ENSMUSG00000102243",33,35.125,26.5625,22.5625,53.25,29.75,46.25,35.6875,20,33,28.4375,20,20,23.5,36.125,29.125
"ENSMUSG00000063681",20,20,20,20,20,20,20,31.5,48.625,20,68.625,44.1875,51.9375,54.21875,95.6875,115
"ENSMUSG00000033964",1307.5,1590.8125,4259.5625,3788.125,3279,3242.8125,2766.09375,2825.75,2479.25,3195.25,2663.25,2354.375,1811.6875,2627.1875,2357.5625,2878.71875
"ENSMUSG00000033952",11220.25,15365.875,17270.5,19428.125,21859.0625,22577.25,19200.4375,20401.3125,12967.4375,24190.625,13701.875,15106.1875,8136.5,14036.96875,16361.25,18380.1875
"ENSMUSG00000026368",20,20,20,20,20,20,20,20,33.625,20,20,20,20,20,20,20
"ENSMUSG00000089991",20,41.9375,58.5,47.4375,72.6875,38.8125,47.375,22.1875,28.4375,20,20,20,20,20,20,20
"ENSMUSG00000104496",104.59375,101.09375,110.75,97.3125,199.625,101.1875,171.1875,85.75,106.875,62.4375,130.625,83.8125,118.8125,54.21875,47.125,65.375
"ENSMUSG00000085867",20,20,20,20,20.8125,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000026365",283.78125,241.65625,627.75,321.1875,210.9375,130.21875,181.71875,80.8125,85.9375,86.875,20,20,20,20,20,20
"ENSMUSG00000052726",329.25,336.28125,393.375,182.75,65.625,83.3125,122.5,133.1875,118.8125,201.5625,102.09375,144.0625,296.5,605.8125,775.78125,759.5
"ENSMUSG00000102698",51.0625,89.84375,30.5,62.4375,24.75,21.5,20,20,20,80.90625,20,39.53125,32.6875,74.875,78.1875,63.5
"ENSMUSG00000102368",25.125,43.0625,39.875,24.6875,48.4375,21.5,34.9375,20,40,20.6875,25.0625,20,20,20,20,20
"ENSMUSG00000101795",201.375,80.8125,140.09375,86.71875,116.8125,101.1875,60.0625,80.8125,87.9375,74.4375,75.3125,97.6875,142.9375,182.8125,104,204.1875
"ENSMUSG00000026361",4162.1875,4116.1875,3073.0625,3884.28125,2451.25,3050.4375,2281.71875,2951.0625,3133.75,4419.125,2988.28125,5053.3125,3279.3125,3926.75,3302.375,3066.1875
"ENSMUSG00000033849",238.5625,656.8125,473.0625,560.59375,248.125,423.5625,246.59375,352.8125,133.125,420.8125,288.78125,688.3125,126.6875,418.8125,385.75,507.125
"ENSMUSG00000018196",1427.9375,1475.15625,2250.40625,2010.3125,2205.125,1446.65625,1803.75,1381.1875,1617.46875,1286.25,1435.5,1210.25,1422.1875,1334.1875,1441.375,1666
"ENSMUSG00000018199",2570.5625,2655.1875,2610.25,2813.25,3499.1875,3001.25,2661.1875,3001.25,2600.1875,4130.15625,3908.8125,3668.59375,4131.21875,4247.4375,4811,4178.875
"ENSMUSG00000018189",3553.5,3256.34375,3307.625,4314.25,3075.875,3061.09375,3638.1875,3971.1875,5847.9375,5308.1875,5835.9375,5279.125,6051.75,6466.78125,5246,5327
"ENSMUSG00000100455",181.40625,302.0625,345.375,469.84375,354.8125,290.625,288.9375,309.375,255.84375,393.25,467.65625,424.125,256.59375,493.125,382.6875,503.59375
"ENSMUSG00000026360",20,20,20,20,22.9375,20,21.0625,20,189,57.4375,154.1875,110.5625,382.59375,253.34375,243.625,305.4375
"ENSMUSG00000035131",141.9375,116.21875,234.75,262.5,49.4375,29.125,21.0625,27.1875,24.4375,20,20,20,20,20,20,20
"ENSMUSG00000056220",160.1875,111.3125,129.875,167.28125,180.53125,105.625,91.5625,68.375,216.25,216.25,1043.4375,615.875,1218.6875,964.21875,758.1875,721.75
"ENSMUSG00000097028",20,20,42.90625,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000032487",38.875,52.875,5600.3125,2578.6875,609.90625,785.4375,186.4375,179.1875,76.5,32.1875,20,20,20,29.6875,20,20
"ENSMUSG00000099875",65.75,38,47.125,76.1875,66.375,94.875,47.375,51.25,80.8125,45.0625,78.5,75.25,60.9375,46.3125,59.78125,74.3125
"ENSMUSG00000100690",221.8125,266.96875,275.8125,293.9375,327.90625,313.5625,356.84375,370.0625,398,374.6875,487.25,344.75,610.625,326.625,375.1875,302.21875
"ENSMUSG00000006010",1519.6875,1786.90625,1771.5,1734.125,1563.28125,1665.09375,1359.6875,1466.375,1472.375,1690.8125,2253.5,2008.0625,2655.625,2820.5625,2598.78125,2961
"ENSMUSG00000006005",40112.375,57404.25,62846.125,56231.4375,62846.125,56507.4375,50548.1875,52584.4375,33643.8125,56507.4375,53199.3125,53363.6875,39272.125,47870.1875,40112.375,48763.875
"ENSMUSG00000006014",57.75,249.8125,82.1875,132.8125,82.1875,84.25,76.8125,95.125,46.8125,101.375,60.0625,67.0625,31.5,59,42.75,51.25
"ENSMUSG00000066842",147.0625,309.25,354.15625,459.0625,254.8125,162.34375,144.5625,177.84375,61.3125,147.9375,55.9375,96.25,166.875,237.40625,736.9375,1417.375
"ENSMUSG00000102628",20,20,20,20,23.75,20,20,37.75,20,20,20,20,20,20,20,20
"ENSMUSG00000097426",20,20.25,20,20,44.1875,53.9375,64.9375,44.96875,20,20,20,20,20,20,20,20
"ENSMUSG00000100954",106.4375,62.625,53.875,53.6875,78.625,98.875,107.6875,102.625,119.6875,125.25,94.4375,117.875,132.75,181.8125,131.6875,179.25
"ENSMUSG00000023150",15622.875,18316.5,13614.5,14868.3125,16890.5,15994.375,20647.0625,24487.375,23747.25,28534.1875,17781.1875,18731,18675.25,25008.0625,23010.875,21482.0625
"ENSMUSG00000052748",3749.4375,3534.1875,4233.9375,4070.875,3819,3545.5,2785.625,3084.3125,2794.75,3018.1875,3219.78125,3014.875,2477.625,2435.5,3187.875,2351.5625
"ENSMUSG00000053286",1918.53125,1817.625,1509.625,1240,1999.625,1604.125,2147.46875,2076.8125,2000.34375,1710.40625,2307.5,1891.1875,3035.9375,2908.65625,2510.0625,2902.3125
"ENSMUSG00000103928",32.1875,27.125,28.4375,26.75,57.5625,46.25,64.9375,51.25,26.5625,59.4375,42.53125,60.0625,52.9375,69.0625,128.0625,87.8125
"ENSMUSG00000026484",9743.75,8621.59375,9821.4375,11494.9375,12356.625,13255.25,11465.3125,12365.5625,10998.15625,10519.375,7820.875,7026.9375,7646.5625,7370.8125,7691.34375,6677.5
"ENSMUSG00000103238",90.75,184.1875,318.875,328,179.9375,229.25,222.625,209.4375,115.5625,230.25,147.78125,203.9375,80.4375,262,181.1875,195.375
"ENSMUSG00000026483",7615.0625,7341.25,6678.6875,4566.9375,4990.25,5234.8125,3484,4295.84375,2405.5,3752.25,860.625,975.25,1259.9375,3229.375,5574.5,4772.9375
"ENSMUSG00000100594",24.34375,20,20,20,20.4375,20,20,20,38.375,20,20,20,32.6875,20,49.875,37.8125
"ENSMUSG00000043019",5363.15625,6129.71875,6489.5625,7187.1875,11154.3125,10757.3125,8685.6875,8965.8125,6518.5,7968.59375,5462.3125,5167.6875,4215.3125,4415.09375,4133.375,4363.53125
"ENSMUSG00000032666",790.25,811.8125,702.59375,901,939.25,1057.9375,894.9375,843.96875,908.75,1217.25,955.9375,1108.34375,1261.25,1193.9375,1316.875,1321.53125
"ENSMUSG00000014980",967.875,850.25,1139.5,1282.25,1534.71875,1621.375,1482.21875,1526.0625,1408.65625,900.6875,1456.28125,1299.625,1543.4375,2016.1875,1262.25,1882.5625
"ENSMUSG00000032649",20,31.375,20,54.75,167.125,92.1875,136.03125,132.0625,20,20,20,20,20,20,20,20
"ENSMUSG00000026482",166.125,192.8125,191.625,198.25,223.125,178.4375,305.875,221.8125,110.6875,152.0625,92.25,97.6875,311.8125,251.625,382.6875,390.8125
"ENSMUSG00000080950",75.3125,36.125,55.75,72.6875,92.0625,86.8125,137.1875,117.875,187.25,100.3125,198.3125,152.34375,220.8125,126.78125,111,83.34375
"ENSMUSG00000008475",4814.0625,3746.25,5566.8125,6430.375,6608.84375,7174.75,4435.375,4822.6875,4239.125,3860.875,3266.4375,3236.90625,3991.25,3459.09375,9324.5625,7000
"ENSMUSG00000026480",658.78125,1051.5625,1000.84375,829.21875,703.5625,711,569.40625,743.8125,369.5625,524.6875,165.0625,217.34375,122.375,147.5,83.5625,70.4375
"ENSMUSG00000042772",11160.6875,15007,13342.75,15295.25,17640.1875,17289.75,16905,16466.875,11312.0625,12895.4375,12058.125,12039.75,8908.8125,11857.59375,7770.125,8618.9375
"ENSMUSG00000100394",29.375,60.6875,85.4375,80.6875,72.6875,75.125,61.84375,58.8125,41.875,50,55.9375,81.1875,28.375,28.5625,46.125,35.625
"ENSMUSG00000042751",2689.625,1725.40625,1903.125,2124.875,1266.4375,1480.875,1590.1875,1718.6875,1546.6875,1966.3125,630.40625,831.8125,525,921.5,859.125,639
"ENSMUSG00000099969",20,20,20,20,20,20,20,20,20,20,23.1875,38.375,20,20,20,20
"ENSMUSG00000026479",2984.3125,2559.75,2934.8125,2123.75,3991.75,4834.34375,2971.8125,2860.4375,1165.71875,1116.375,308.375,244.6875,231.75,373.125,969.25,841.1875
"ENSMUSG00000026478",54669.3125,66188.5,48183.3125,41008.5625,43387.375,42442.25,42313.0625,41385.0625,25742.0625,39031.4375,19428.125,25041.8125,12600.25,19536.5625,16285,21229.625
"ENSMUSG00000103818",92.4375,73.4375,79.9375,73.9375,45.25,75.125,80.15625,69.375,44.0625,69.65625,31.8125,80.15625,28.375,42.5,49.875,31.4375
"ENSMUSG00000079138",27.25,20,36.9375,28.9375,20,20,29.3125,33.625,20,31.375,20,20,20,20,20,20
"ENSMUSG00000073538",1056,1153.75,1596.5625,1244.1875,1245.40625,846.90625,1218.28125,876.46875,565.6875,485.28125,126.6875,122.28125,38.375,23.5,49.0625,92.375
"ENSMUSG00000042708",70.25,274.375,77.59375,78.40625,112.09375,89.4375,86.8125,65.375,20,57.4375,37.25,61.0625,27.25,64.09375,75.25,57.9375
"ENSMUSG00000103543",20,111.3125,27.4375,34.9375,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000042699",26858.3125,31322.625,23431.25,30820.5,23046.375,25797.5,23431.25,27638.8125,22348.375,29854.0625,24088.9375,41505.8125,22173,24517.25,17875.75,22016.34375
"ENSMUSG00000042684",465.21875,355.3125,697.84375,706.875,514.375,321.0625,305.875,210.8125,364.25,310.84375,209.6875,217.34375,122.375,99.9375,117,99.1875
"ENSMUSG00000099858",38.875,20,20,20,20,20,20,20,20,20,20,20,32.6875,29.6875,38.59375,30.125
"ENSMUSG00000042671",20,20,20,20,20,20,20,20,20,20,20,20,27.25,20,20,20
"ENSMUSG00000026475",20,20,22.5625,20,30.125,25.5625,27.25,32.59375,68.90625,45.0625,66.5625,64.625,105.21875,43.25,137.3125,164.15625
"ENSMUSG00000066800",20,20,20,20,20,20,20,20,20,20,20,20,20,20,170.78125,150.5625
"ENSMUSG00000045968",20,20,23.5,20,37.625,71.0625,31,54.5,75.6875,41.125,35.25,53.5625,44.1875,62.0625,69.15625,75.3125
"ENSMUSG00000026473",13404,8656.9375,11077.5,10001.8125,23577.25,19200.4375,27372.6875,27017.3125,27594.3125,20089.1875,14250.9375,15139.0625,11776.1875,12034.75,12523.4375,14728.1875
"ENSMUSG00000100627",20,20,20,20,20,20,21.0625,20,20,20,20,20,20,20,20,20
"ENSMUSG00000004110",31.3125,58.75,28.4375,30.0625,23.75,20,43,49.1875,99.125,125.25,39.34375,44.1875,51,60.9375,20,20
"ENSMUSG00000096950",20,20,20,24.6875,20,20,20,20,20,22.1875,54.90625,50.3125,20,35.03125,20,23.3125
"ENSMUSG00000056708",320.25,350.78125,528.875,593.40625,286.09375,250,248.0625,238.375,678.4375,571.875,3087.0625,2657.75,1914.8125,2377.53125,1216.25,1289.84375
"ENSMUSG00000026471",20,20,20,20,20,20,20,20,23.40625,26.6875,20,20,28.375,20,56.5625,45.5
"ENSMUSG00000026470",1866.0625,1652.75,1900.375,1822.75,1966.625,2076.8125,1708.03125,1809.3125,2610.25,2446.6875,2948.5,3144.875,3429.125,3377.25,3471.90625,3600.5
"ENSMUSG00000104181",20,20,20,20,20,20,20,20,20,20,28.4375,25.8125,20,20,20,20
"ENSMUSG00000033722",214.3125,335.1875,144.25,127.5625,168.03125,162.34375,134.6875,200.78125,62.375,80.90625,33,47.8125,128.53125,125.03125,180.25,169.25
"ENSMUSG00000026469",1875.625,1960.0625,2183.625,2044.3125,2903.75,2534.9375,2135.25,2352.125,1521.3125,2485.34375,1621.375,1804.0625,1484.75,3006.5625,2593.25,3122.0625
"ENSMUSG00000033701",2243.4375,1543.0625,2079.875,1680.9375,1680.75,1476.21875,1764.46875,1750.5625,2143.6875,1774,2187.75,2267.125,3214.5,2598.78125,2835.625,2536.375
"ENSMUSG00000033684",671.375,770.96875,962.1875,948.5,907.3125,880.96875,667.21875,673.5,488.84375,458.46875,472.375,435.125,604.0625,648.25,689.78125,734.25
"ENSMUSG00000033671",4503.375,6891.8125,4366.59375,4364.1875,4780,5218.28125,3894.09375,4241.8125,2395.875,5280.6875,3811.5,4958.25,3103.25,6588.375,5481.4375,7588.5625
"ENSMUSG00000026466",787.625,1017.03125,1756.71875,1752.375,1268.625,1377.6875,1065.59375,988.6875,1062.4375,784.625,1256.0625,994.8125,1155.25,739.8125,815.625,808.8125
"ENSMUSG00000102964",22.375,34.09375,73.8125,63.5,33.875,43.5625,47.375,36.625,37.25,37.1875,47.53125,82.46875,42.125,36.125,43.375,49.125
"ENSMUSG00000050565",17707.5625,19182.6875,21196,21168.75,11029.6875,11330.4375,10042.4375,10210.6875,10429.25,9521.3125,10388.4375,9812.3125,11514.8125,9227.3125,10702.5625,8548.75
"ENSMUSG00000015484",23.3125,20,26.5625,20,20,20,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000060985",135.125,109.75,107.1875,106.875,304.25,231.75,89.1875,164.5625,117,101.375,459.21875,459.40625,910.5,1191.9375,1847.53125,1598.96875
"ENSMUSG00000026601",20,20,20,20,20,20,20,27.1875,31.5625,20,138.5625,109.25,62.875,50.3125,41.875,46.8125
"ENSMUSG00000078193",1401.6875,1091.65625,1107.4375,1277.125,1145.71875,1685.375,1060.59375,1285.375,1318.09375,1259.9375,1547.5625,1484.75,1719.9375,1481.5625,1550.6875,1832.25
"ENSMUSG00000026600",2155.90625,1609.46875,1362.90625,1157.0625,1148.90625,1159.90625,940.875,1101.15625,1880.28125,2677.09375,14741.4375,13780.9375,17214.875,24319.25,26624.8125,29153.3125
"ENSMUSG00000103199",20,20,20,20,20,20,20,20,20,20,74.0625,95.125,41.125,84.25,102.0625,82.3125
"ENSMUSG00000101523",749.96875,731.3125,839.9375,870,772.1875,933.125,749.96875,793.53125,838.9375,901.5,1088.3125,944.125,1048,1102.125,891.75,880.59375
"ENSMUSG00000026596",7583.0625,8630.5,7726.5,8325.34375,8654.4375,9129.4375,8201.0625,8849.8125,8442.1875,10249.25,12480.4375,13686.875,9883.4375,10657.125,9757.1875,9887.6875
"ENSMUSG00000104293",35.8125,51.1875,88.96875,70.28125,70.125,70.125,88,56.6875,23.40625,127.4375,96.4375,218.3125,20,97.0625,153.375,74.3125
"ENSMUSG00000060519",475.28125,800.5625,726.375,674.4375,3916,4698.65625,3774.8125,4048.25,4683.75,3729.8125,6837.1875,6141.9375,4546.625,4969.1875,2064.96875,2766.09375
"ENSMUSG00000033557",2632.84375,3030.875,3166.75,3028,4134.3125,4176.125,3607.75,3738.4375,3544.625,3396.4375,3504.0625,3399.125,2640.78125,2844.875,2776.25,2601.21875
"ENSMUSG00000046057",20,20,20,20,20,20,20,20,20,20,20,20,35.25,29.6875,20,31.4375
"ENSMUSG00000026594",4670.8125,4104.4375,3443.75,3191.6875,3393.5625,3483.6875,3778.03125,3913.375,4626.75,5387.09375,6008.8125,5966.71875,6388.1875,6982.8125,9147.75,7766.9375
"ENSMUSG00000101964",20,36.125,20,20,20,20,20,20,20,29.4375,20,55.9375,20,39.1875,27.875,37.8125
"ENSMUSG00000033544",20,45.9375,20,20,20.4375,22.9375,39.5625,23.1875,20,38.4375,20,60.0625,20,39.1875,61.75,37.8125
"ENSMUSG00000103303",20,36.125,29.4375,20,20,20,20,25.0625,20,31.375,28.4375,50.3125,20,33.875,48.3125,32.5
"ENSMUSG00000102960",40.875,33.1875,20,20,45.25,46.25,34.9375,42.75,20,37.1875,53.9375,81.1875,25.0625,64.9375,50.96875,100.3125
"ENSMUSG00000101905",20,20,20,20,20,20,20,20,20,20,20,20,20,32.75,41.875,34.625
"ENSMUSG00000109913",20,20,20,20,20,20,20,20,20,20,20,28.3125,20,20,25.90625,20
