"","genes","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380","width"
"12068","ENSMUSG00000047635",1413,829,553,614,1065,1112,731,862,782,616,653,455,1339,783,1544,1082,13756
"12069","ENSMUSG00000047638",32,30,20,20,44,29,21,20,20,20,20,20,20,20,20,20,79352
"12070","ENSMUSG00000047642",46,39,20,32,60,44,73,75,72,71,61,70,84,78,74,104,52328
"12071","ENSMUSG00000047643",26,20,34,35,102,137,101,80,90,96,77,54,38,27,24,36,1453
"12072","ENSMUSG00000047648",10569,8039,17456,15201,13047,12170,8447,7426,6968,6898,6486,5206,5222,4544,6322,4100,16723
"12073","ENSMUSG00000047649",4349,3370,2353,3166,3970,4069,4940,4383,6121,3566,5383,3469,5068,3168,1881,1822,3470
"12074","ENSMUSG00000047654",90,39,29,29,81,66,114,72,187,88,185,143,180,166,112,112,1335
"12075","ENSMUSG00000047656",336,283,207,228,268,214,257,277,226,262,141,120,272,184,506,240,2916
"12076","ENSMUSG00000047658",159,63,45,20,73,60,48,41,78,55,49,58,82,84,85,59,10408
"12077","ENSMUSG00000047667",20,20,20,20,24,20,33,32,20,30,20,20,20,20,20,20,931
"12078","ENSMUSG00000047669",164,76,182,170,248,239,196,135,371,276,403,259,506,438,413,263,9964
"12079","ENSMUSG00000047671",20,20,20,31,20,36,34,29,20,20,20,20,20,27,20,20,1945
"12080","ENSMUSG00000047674",427,172,368,250,339,254,114,114,126,154,124,96,360,214,38,50,2352
"12081","ENSMUSG00000047675",116926,75140,72775,67579,82163,92989,74080,70433,87191,66062,76956,60855,100946,81048,94587,88593,2417
"12082","ENSMUSG00000047676",810,468,363,461,438,548,333,355,413,433,434,294,658,441,519,355,885
"12083","ENSMUSG00000047678",20,22,20,20,20,20,20,20,20,25,20,20,20,20,20,20,6071
"12084","ENSMUSG00000047692",197,273,173,137,216,301,208,204,122,108,40,26,20,20,20,20,65681
"12085","ENSMUSG00000047694",3529,2289,2964,2633,2366,2744,1734,1553,1752,1680,1700,1183,1935,1927,2261,1878,12702
"12086","ENSMUSG00000047710",6510,5286,5210,5419,6517,7013,6376,5902,8074,6472,9091,7030,8474,6262,7125,6228,11999
"12087","ENSMUSG00000047712",1066,645,721,568,447,327,603,497,977,873,635,488,728,537,505,363,314070
"12088","ENSMUSG00000047714",5556,3318,4271,4603,4745,6123,3748,3710,5124,3968,3303,2763,4164,3155,3559,2474,23741
"12089","ENSMUSG00000047719",2396,1690,1878,1858,1796,2100,1744,1716,2445,1774,2078,1749,2432,1733,1907,1449,10277
"12090","ENSMUSG00000047721",4889,3815,3140,3943,4395,4831,4402,4140,6299,3538,5365,4033,6989,4090,3268,3036,4398
"12091","ENSMUSG00000047730",27,20,22,28,44,20,22,20,59,66,33,31,292,119,451,278,49627
"12092","ENSMUSG00000047731",8417,5358,4627,5020,5416,5656,5041,4177,4686,3368,3856,2715,5516,2340,4088,2730,58306
"12093","ENSMUSG00000047733",20,26,20,20,20,20,20,20,20,20,20,20,20,20,20,20,756
"12094","ENSMUSG00000047735",41,175,120,253,1509,1323,877,908,308,289,135,74,30,24,21,20,27316
"12095","ENSMUSG00000047746",28,34,27,34,55,71,58,78,75,42,20,20,20,20,20,20,27008
"12096","ENSMUSG00000047747",68,20,31,20,20,20,20,20,20,20,20,20,20,20,21,36,227913
"12097","ENSMUSG00000047749",2335,1590,1030,1238,1371,1439,1077,1016,1024,919,921,1012,1455,1013,1520,951,11864
"12098","ENSMUSG00000047751",724,922,404,722,6032,5157,9773,7037,12972,8662,9824,8761,12039,6856,9436,6297,1324
"12099","ENSMUSG00000047757",1225,1145,774,1251,1353,1741,1164,1427,1196,1322,1300,896,1151,761,1016,602,16681
"12100","ENSMUSG00000047759",20,20,20,20,33,49,20,24,20,20,20,20,20,20,20,20,87510
"12101","ENSMUSG00000047766",717,619,409,623,862,885,716,693,533,439,664,406,890,468,801,646,119300
"12102","ENSMUSG00000047767",254,478,319,342,936,751,830,540,324,256,331,242,572,363,797,551,39218
"12103","ENSMUSG00000047777",3724,2007,1535,1495,1484,1376,1714,1145,2012,1490,1308,1248,1463,734,2145,849,6626
"12104","ENSMUSG00000047786",200,148,179,153,613,541,481,414,347,202,171,85,146,103,48,42,56716
"12105","ENSMUSG00000047787",24,42,28,20,20,26,28,22,20,20,31,36,24,20,39,20,13729
"12106","ENSMUSG00000047789",1490,1170,749,731,961,786,820,820,791,1158,839,732,1555,1975,2741,2694,77999
"12107","ENSMUSG00000047793",211,351,140,253,1319,1709,2858,3015,3413,3613,2987,2896,2230,2643,1638,1734,65225
"12108","ENSMUSG00000047797",78,20,24,44,20,20,33,42,52,20,21,20,20,20,20,20,9252
"12109","ENSMUSG00000047804",5089,3665,2749,3051,3960,4230,3489,3363,4807,4278,3901,3347,3923,3142,3496,2903,58946
"12110","ENSMUSG00000047807",20,20,20,20,20,20,20,20,20,20,20,20,20,20,37,20,2104
"12111","ENSMUSG00000047810",77,79,85,150,49,53,94,59,126,62,124,97,146,199,124,91,13589
"12112","ENSMUSG00000047821",786,897,763,986,1808,2371,1035,911,209,235,20,20,54,39,34,20,30578
"12113","ENSMUSG00000047822",30,67,34,25,65,75,52,42,28,44,33,32,20,24,20,20,1838
"12114","ENSMUSG00000047824",7642,4801,3403,3460,4745,4716,5004,3952,4495,3184,3535,2723,5327,2790,4827,2914,4915
"12115","ENSMUSG00000047832",8218,6059,8968,8446,7106,8146,7553,6604,9790,7247,9193,6618,11135,6676,7588,6172,9195
"12116","ENSMUSG00000047842",23,60,41,62,161,106,360,212,616,373,227,207,24,36,20,20,26900
"12117","ENSMUSG00000047843",1992,1067,1077,843,666,717,527,468,734,579,555,533,1001,839,1732,1319,202321
"12118","ENSMUSG00000047844",2945,2242,1930,2947,2846,3297,2879,2910,4196,2869,3087,2181,5022,2707,3845,2830,1448
"12119","ENSMUSG00000047854",20,31,25,39,27,35,33,20,20,23,25,21,20,20,30,43,9671
"12120","ENSMUSG00000047866",5999,4798,4709,4885,5980,5930,4842,4544,4096,4086,2557,1899,2634,2148,2977,2455,99830
"12121","ENSMUSG00000047875",180,104,53,60,65,42,20,32,56,34,70,54,35,68,90,92,18563
"12122","ENSMUSG00000047878",10697,5141,4163,4001,1445,1532,1574,1540,1789,2296,617,608,714,838,1479,986,25053
"12123","ENSMUSG00000047879",11362,8004,8544,10834,9573,10580,8361,9419,12092,11395,11684,10045,12611,8615,10401,6765,52054
"12124","ENSMUSG00000047880",20,20,20,20,24,20,20,20,20,20,20,20,20,20,20,20,50091
"12125","ENSMUSG00000047881",9614,8026,12642,10549,4445,5656,2643,2684,1861,2253,989,877,1286,1105,1121,919,60001
"12126","ENSMUSG00000047884",20,20,20,20,20,40,20,20,20,20,20,20,32,20,99,63,4867
"12127","ENSMUSG00000047888",8523,8829,5400,5925,7305,8716,6794,7420,5506,10623,6436,7581,6224,8064,9242,8995,229773
"12128","ENSMUSG00000047894",20,20,20,20,20,20,24,20,20,20,20,20,20,20,20,20,3825
"12129","ENSMUSG00000047898",38,55,117,43,50,67,89,64,93,84,44,61,20,20,20,20,14601
"12130","ENSMUSG00000047904",442,270,100,160,62,86,40,28,20,20,20,20,20,20,20,20,6687
"12131","ENSMUSG00000047905",57,22,50,45,56,46,63,77,98,58,68,86,37,34,32,28,465
"12132","ENSMUSG00000047909",1313,2681,1713,1926,1651,1996,1635,1503,1075,1518,1113,1026,1097,1078,1475,1151,12454
"12133","ENSMUSG00000047911",20,20,20,20,20,20,20,26,23,20,20,20,20,20,20,20,11943
"12134","ENSMUSG00000047921",4317,2794,2382,1791,1981,1967,1975,1691,2065,1935,1181,1004,1196,1228,2624,1744,471585
"12135","ENSMUSG00000047935",20,20,20,20,20,23,88,119,71,85,79,60,31,68,37,38,50998
"12136","ENSMUSG00000047945",23005,14679,14365,15745,13321,14521,14107,13734,24662,16384,17403,14354,25054,13484,17916,13494,2405
"12137","ENSMUSG00000047953",33,112,31,28,28,42,31,25,24,22,20,20,20,20,20,20,3095
"12138","ENSMUSG00000047959",20,20,20,20,20,20,20,20,70,48,291,221,189,144,129,163,1902
"12139","ENSMUSG00000047963",20,20,20,20,20,20,20,20,36,20,83,72,320,151,891,485,3539
"12140","ENSMUSG00000047965",1030,33,28,21,20,28,20,27,27,20,21,20,22,22,42,25,579
"12141","ENSMUSG00000047976",20,20,48,20,22,28,20,20,20,20,31,28,32,20,20,20,5988
"12142","ENSMUSG00000047986",1052,913,483,773,1754,2009,2843,2725,2841,2267,2219,1570,2766,1780,1877,1123,8825
"12143","ENSMUSG00000047988",26,20,20,20,20,20,20,20,27,20,23,20,20,20,21,20,9558
"12144","ENSMUSG00000047989",3187,2880,3218,4114,3237,4125,2934,3128,3891,2853,2716,2007,2224,1479,1588,1439,17197
"12145","ENSMUSG00000047992",20,20,20,20,20,20,20,20,20,20,31,37,29,43,110,80,21201
"12146","ENSMUSG00000047996",101,130,67,73,53,37,75,66,110,271,127,147,166,207,294,243,134284
"12147","ENSMUSG00000048000",15643,15584,10273,10460,12925,13216,11186,11542,8249,11823,9695,7730,8101,9116,8702,8003,123799
"12148","ENSMUSG00000048001",20,20,35,20,20,20,20,20,20,20,20,20,20,20,20,20,1449
"12149","ENSMUSG00000048007",788,487,479,588,734,872,732,817,1260,723,1060,758,1394,708,718,631,4610
"12150","ENSMUSG00000048012",3083,2433,1474,2137,3615,3827,4411,3854,5707,4845,4218,3597,3674,2765,4775,3453,19571
"12151","ENSMUSG00000048022",52,21,22,20,102,92,153,152,435,331,348,240,248,145,366,305,5157
"12152","ENSMUSG00000048027",1874,981,1200,1004,843,962,651,546,626,540,382,250,732,459,1162,857,27852
"12153","ENSMUSG00000048029",65,51,52,51,56,28,74,21,98,35,139,63,107,64,55,34,27997
"12154","ENSMUSG00000048031",40,58,52,44,59,50,82,86,63,97,20,29,20,20,20,20,64906
"12155","ENSMUSG00000048038",39,20,20,20,22,23,35,43,252,381,298,383,358,287,278,291,51089
"12156","ENSMUSG00000048039",11941,7083,6899,7658,9403,10216,8546,7154,11021,6985,10248,7132,13775,6747,10004,6834,10373
"12157","ENSMUSG00000048040",666,308,484,823,825,827,496,546,843,601,578,356,793,575,1016,452,1532
"12158","ENSMUSG00000048047",1500,496,328,602,519,644,283,422,718,725,553,1054,788,626,1037,712,7254
"12159","ENSMUSG00000048058",4518,2550,2316,3139,1739,1730,2403,2640,4081,3891,2267,1849,4194,2731,3874,2966,236183
"12160","ENSMUSG00000048065",247,242,141,46,87,94,69,120,65,107,20,20,103,174,329,243,9578
"12161","ENSMUSG00000048067",20,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9682
"12162","ENSMUSG00000048070",134,169,66,93,621,692,1143,1492,827,1111,391,301,118,119,69,24,17896
"12163","ENSMUSG00000048076",23147,14956,16174,19253,20665,24166,18359,17576,22163,15717,19973,15112,21684,13234,17985,14338,16859
"12164","ENSMUSG00000048078",10830,9804,5795,4946,3140,3714,3620,3314,3041,3685,1498,1319,1235,1374,1295,1145,739848
"12165","ENSMUSG00000048087",7955,4960,4170,4514,4701,4622,4806,4544,6261,3990,6029,4496,10770,4270,6646,4554,2093
"12166","ENSMUSG00000048096",48,29,20,34,31,28,59,47,68,100,34,30,88,75,211,157,43259
"12167","ENSMUSG00000048100",1211,766,824,851,1261,1184,1156,1142,2097,1450,1530,1096,1328,900,746,556,11525
"12168","ENSMUSG00000048101",20,20,20,20,26,34,20,20,20,20,20,20,20,20,20,20,4178
"12169","ENSMUSG00000048106",954,534,528,530,1045,931,718,663,814,735,778,584,1047,1013,1541,1340,6148
"12170","ENSMUSG00000048108",20,20,46,20,101,37,141,105,23,20,20,20,20,20,20,20,37851
"12171","ENSMUSG00000048109",9457,9436,11401,10916,6655,7052,7182,6449,8022,8472,7701,6906,9150,10217,10266,8551,8253
"12172","ENSMUSG00000048118",4325,4721,5387,5514,5122,4957,4825,4983,5159,5965,4088,2991,2787,3403,3159,2957,82603
"12173","ENSMUSG00000048120",20,20,20,20,20,20,20,20,20,20,20,20,34,20,73,42,129237
"12174","ENSMUSG00000048126",25,98,26,22,22,36,101,83,93,71,67,22,54,49,30,20,78049
"12175","ENSMUSG00000048138",132,26,25,36,20,34,20,20,22,20,20,20,20,20,20,20,6581
"12176","ENSMUSG00000048142",118,50,80,40,68,64,59,59,144,66,164,146,923,414,783,535,9933
"12177","ENSMUSG00000048148",20,20,20,20,71,46,100,99,224,278,270,191,162,74,68,57,71166
"12178","ENSMUSG00000048154",12156,6731,3832,3308,3235,3490,3846,3224,4602,4561,4028,11328,6002,5375,8000,5119,39536
"12179","ENSMUSG00000048155",120,84,186,154,434,286,180,104,84,62,46,28,64,24,24,20,1052
"12180","ENSMUSG00000048163",32,20,20,20,20,20,20,20,20,20,20,30,32,75,47,54,14109
"12181","ENSMUSG00000048164",40,54,51,47,64,60,36,71,87,63,75,93,121,53,55,53,597
"12182","ENSMUSG00000048170",13550,11834,9025,12249,16308,17325,16381,15843,20845,17778,19278,14819,17640,12729,11909,9167,44055
"12183","ENSMUSG00000048173",20,37,20,20,20,20,22,20,20,23,20,20,20,20,26,30,7501
"12184","ENSMUSG00000048174",554,730,361,425,477,543,698,723,231,436,188,222,180,330,224,310,2410
"12185","ENSMUSG00000048175",4183,2787,2074,2251,3646,4376,2904,2881,2037,1604,687,581,782,462,918,564,30989
"12186","ENSMUSG00000048186",274,176,249,238,125,108,81,55,50,58,36,41,125,128,411,384,84312
"12187","ENSMUSG00000048188",20,20,20,20,20,24,20,20,24,20,20,20,20,20,20,20,666
"12188","ENSMUSG00000048200",47,41,34,36,27,20,34,28,57,78,52,42,118,85,156,180,5520
"12189","ENSMUSG00000048216",34,28,88,36,158,164,24,20,34,56,65,34,227,173,529,438,5485
"12190","ENSMUSG00000048217",103,40,23,44,20,20,20,20,20,20,20,20,40,39,26,20,3965
"12191","ENSMUSG00000048218",42,75,79,98,116,118,130,128,116,132,84,123,184,154,216,234,3163
"12192","ENSMUSG00000048222",1415,837,962,1036,1143,1164,1147,996,1219,932,1030,652,1110,616,651,478,13833
"12193","ENSMUSG00000048230",20,20,20,20,20,20,20,20,20,50,50,43,92,79,163,100,14825
"12194","ENSMUSG00000048232",1371,1136,589,586,490,358,397,350,172,240,161,126,114,112,452,376,50358
"12195","ENSMUSG00000048234",3726,2804,3099,3587,2970,3263,2661,2666,3622,2657,2955,2178,3787,2172,2509,2106,26110
"12196","ENSMUSG00000048240",340,177,211,145,83,95,92,82,109,112,45,79,75,64,117,96,66322
"12197","ENSMUSG00000048249",3646,3723,4399,5475,2012,2685,1572,1955,1516,4066,1414,1277,864,1941,4227,3149,60986
"12198","ENSMUSG00000048251",20,20,20,20,20,20,20,20,76,51,301,299,677,626,755,722,93200
"12199","ENSMUSG00000048264",3729,2987,2516,2367,3495,3333,3006,3015,3850,4780,4317,4147,6032,6400,6210,6317,392401
"12200","ENSMUSG00000048271",7544,7197,5002,4692,4977,5804,4570,4112,5319,6362,5395,5473,6095,5408,7092,5985,102119
"12201","ENSMUSG00000048277",5810,3734,2969,3338,3571,3165,3204,3058,3581,3532,2964,2447,4593,3221,3118,2543,4616
"12202","ENSMUSG00000048279",5555,6284,5389,5609,5818,5538,4967,5379,2458,6013,2681,2858,2742,4379,3003,2921,102239
"12203","ENSMUSG00000048280",1530,1640,853,1014,1056,1243,1015,1261,1540,2507,2772,2319,1216,2245,1911,1555,28387
"12204","ENSMUSG00000048281",75,76,39,57,32,36,24,43,29,28,27,25,158,81,114,92,16817
"12205","ENSMUSG00000048285",3217,2766,3474,3085,3007,3526,1805,1398,888,889,539,505,1044,577,1820,1330,76721
"12206","ENSMUSG00000048292",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,12417
"12207","ENSMUSG00000048307",4190,2289,1265,1518,1928,2070,1690,1715,2067,1947,1446,1173,2642,1698,2458,1637,19153
"12208","ENSMUSG00000048310",2685,2039,1376,1337,1772,1760,1497,1326,1273,1256,923,806,1615,1388,3349,2526,31338
"12209","ENSMUSG00000048327",5586,4800,3444,4211,5369,6476,4791,4643,5227,5344,4411,3238,3942,3954,5310,3989,29003
"12210","ENSMUSG00000048329",20,20,20,20,20,20,20,20,20,20,20,20,84,34,248,130,2060
"12211","ENSMUSG00000048330",2611,2796,1911,1932,2348,2263,2234,2062,1801,1784,1531,961,1347,1287,1914,2011,49020
"12212","ENSMUSG00000048332",47,40,75,82,236,246,138,128,176,66,32,32,26,39,204,145,220152
"12213","ENSMUSG00000048334",61,108,59,74,112,111,89,105,58,145,102,84,32,37,28,20,1449
"12214","ENSMUSG00000048337",20,20,20,20,28,20,34,36,71,35,60,26,47,20,20,20,8498
"12215","ENSMUSG00000048349",430,350,411,404,387,494,261,235,293,203,163,145,184,118,99,129,6324
"12216","ENSMUSG00000048351",4281,3491,3531,3788,3744,4012,3680,3100,3447,2543,2659,2008,2907,2165,2133,1959,13405
"12217","ENSMUSG00000048355",330,202,182,348,415,480,360,425,660,425,526,332,573,366,417,348,1580
"12218","ENSMUSG00000048368",20,41,35,35,42,25,38,27,20,49,35,36,20,41,42,36,10361
"12219","ENSMUSG00000048371",10546,8047,7164,8476,4321,3976,3308,3448,3224,3479,2916,2250,2603,1585,1815,1191,7576
"12220","ENSMUSG00000048373",78,128,2503,2749,5828,9149,2919,2321,1574,973,658,407,241,130,1855,815,2922
"12221","ENSMUSG00000048376",6488,4692,5914,4872,10233,10678,6019,5813,3628,2833,949,972,1931,1217,3361,2455,16685
"12222","ENSMUSG00000048379",3147,2000,2583,2797,2212,2563,1945,1748,1948,2439,2756,2200,3001,3189,3142,2490,19172
"12223","ENSMUSG00000048385",20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,29,6297
"12224","ENSMUSG00000048388",221,283,252,363,232,121,318,350,804,608,510,468,1087,613,1712,1290,70851
"12225","ENSMUSG00000048402",8423,3888,3158,2220,1643,1144,2648,1736,1845,1766,847,914,1169,806,854,460,219488
"12226","ENSMUSG00000048406",86,110,123,75,66,100,59,78,92,98,101,79,97,137,225,216,1704
"12227","ENSMUSG00000048410",4977,6265,4673,5628,5678,6373,5544,5298,3871,5612,5090,4972,3522,3893,2739,2835,461699
"12228","ENSMUSG00000048416",32,32,65,108,132,98,84,62,138,88,103,80,481,358,670,466,25907
"12229","ENSMUSG00000048429",4307,3048,2606,3322,2806,3104,2763,2568,3045,2362,2610,2027,2896,1838,1762,1370,3249
"12230","ENSMUSG00000048439",1398,959,751,783,1212,1369,1260,1208,1158,956,950,797,1085,844,745,675,19051
"12231","ENSMUSG00000048440",1686,1274,976,1098,1052,1164,858,799,717,628,441,312,732,496,808,730,15241
"12232","ENSMUSG00000048442",57,62,34,25,44,43,39,40,42,67,74,70,69,74,53,51,6304
"12233","ENSMUSG00000048445",524,518,437,290,241,207,340,332,365,351,351,367,355,535,509,451,106344
"12234","ENSMUSG00000048450",148,42,44,40,30,20,26,20,92,24,393,325,116,106,43,45,4099
"12235","ENSMUSG00000048458",366,389,589,739,441,463,581,377,332,258,427,170,663,308,741,548,16244
"12236","ENSMUSG00000048473",20,20,20,20,20,20,20,20,56,36,49,34,20,20,20,20,19299
"12237","ENSMUSG00000048478",139,82,44,69,133,136,84,125,104,80,142,82,142,120,168,95,9215
"12238","ENSMUSG00000048481",73,57,60,50,107,80,54,69,92,40,101,53,121,63,75,44,10522
"12239","ENSMUSG00000048482",110,50,150,133,44,26,30,46,141,164,240,241,162,175,183,156,52308
"12240","ENSMUSG00000048484",20,20,24,20,30,20,20,20,32,20,28,20,24,36,20,24,827
"12241","ENSMUSG00000048485",723,509,226,360,703,743,595,608,694,566,525,399,621,535,509,382,15089
"12242","ENSMUSG00000048486",1408,1035,727,1040,1492,1552,1873,1655,2066,1261,1140,793,1159,780,735,648,6251
"12243","ENSMUSG00000048490",3608,3118,2603,2560,2020,2234,1279,1446,953,1458,759,707,686,890,1018,1055,86428
"12244","ENSMUSG00000048495",982,887,896,1134,1340,1395,1030,1231,1320,862,1235,868,1106,707,1077,837,18865
"12245","ENSMUSG00000048497",387,262,175,198,581,521,456,524,433,358,320,361,612,370,870,650,17691
"12246","ENSMUSG00000048503",1134,754,352,345,527,526,427,398,300,423,203,174,118,149,294,212,7921
"12247","ENSMUSG00000048520",20,31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,161788
"12248","ENSMUSG00000048521",27,72,20,44,51,75,38,55,32,41,49,64,20,26,30,45,5286
"12249","ENSMUSG00000048528",4565,1407,523,976,368,320,175,144,144,45,298,245,215,75,85,50,4760
"12250","ENSMUSG00000048534",150,68,50,43,34,42,53,42,91,66,20,20,20,20,20,20,29352
"12251","ENSMUSG00000048537",337,255,180,426,4800,6292,2660,2398,1032,750,770,652,1960,1445,2773,1902,48895
"12252","ENSMUSG00000048538",20,39,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1299
"12253","ENSMUSG00000048546",2768,1384,1246,1226,992,898,1153,714,1264,718,1247,962,1541,643,1445,722,10525
"12254","ENSMUSG00000048550",1111,709,448,524,994,1134,840,945,1190,1276,1191,1024,1417,1435,2118,1619,9286
"12255","ENSMUSG00000048562",269,76,78,59,49,55,40,58,163,117,97,123,73,93,59,118,6248
"12256","ENSMUSG00000048572",20,20,20,20,33,20,56,104,326,169,272,248,40,21,20,20,8226
"12257","ENSMUSG00000048573",20,20,20,20,20,20,22,20,40,20,20,20,65,47,41,59,837
"12258","ENSMUSG00000048574",57,45,75,51,57,82,46,35,70,64,68,80,45,33,63,20,1287
"12259","ENSMUSG00000048578",60677,46167,40027,45697,34670,33920,31544,28173,21476,16207,15494,11468,17701,11106,16572,12618,15199
"12260","ENSMUSG00000048581",255,221,217,200,198,144,136,148,217,188,121,84,247,270,331,347,14789
"12261","ENSMUSG00000048582",20,20,21,20,20,20,20,20,20,20,20,20,20,20,26,24,23641
"12262","ENSMUSG00000048602",37,24,68,72,96,136,60,74,20,44,20,20,20,20,28,20,26333
"12263","ENSMUSG00000048603",110,48,78,66,128,108,71,85,76,80,98,88,126,121,198,132,7994
"12264","ENSMUSG00000048612",31761,31775,21094,19159,29574,38260,22382,20681,7392,10694,1964,1722,482,529,335,185,144542
"12265","ENSMUSG00000048617",21,29,20,20,20,20,21,20,20,20,20,20,21,20,20,20,9613
"12266","ENSMUSG00000048626",20,20,20,20,20,20,24,20,45,41,38,34,54,35,41,20,7813
"12267","ENSMUSG00000048636",244,284,109,200,792,979,779,831,421,292,39,76,20,24,20,24,30697
"12268","ENSMUSG00000048644",76,58,83,100,116,68,222,172,279,223,327,231,541,348,433,288,1615
"12269","ENSMUSG00000048647",286,210,171,131,236,240,200,180,147,135,113,80,169,110,443,309,31123
"12270","ENSMUSG00000048655",21,37,32,49,76,96,28,42,28,20,20,20,20,20,20,20,35597
"12271","ENSMUSG00000048661",5519,3872,5246,4629,2870,2967,2375,2182,2408,2717,2491,2032,3289,2877,3810,2775,55920
"12272","ENSMUSG00000048668",1928,1903,1435,1652,2398,2843,2091,2031,2842,2390,2635,2414,3641,2300,2724,2269,5912
"12273","ENSMUSG00000048677",771,722,409,477,778,779,733,585,323,449,396,355,457,348,380,387,97488
"12274","ENSMUSG00000048696",2855,1119,978,762,754,726,879,743,1548,1065,1510,1430,2553,1156,2466,951,7305
"12275","ENSMUSG00000048701",11127,7706,4603,4969,6886,6475,7748,6751,11198,8838,11366,10577,13570,9556,12586,9151,96080
"12276","ENSMUSG00000048703",21,27,39,20,30,20,20,20,20,20,20,20,20,20,20,20,5800
"12277","ENSMUSG00000048706",802,338,256,202,242,356,234,267,228,370,102,108,244,252,831,532,44983
"12278","ENSMUSG00000048707",3546,2045,1687,1370,1972,1944,1260,1095,1279,616,1019,795,1120,507,552,416,7268
